Congregate Meals,Home Meals,NFCSP,Preventive Services,Supportive Services,pop60,scenarioId,scenario,scenarioDesc,State,Year,Total Title III,id
0,84417,43297,-992,-992,34391,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Oklahoma,2016,109337,40
177442,136085,69698,-982,-982,68982,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Oregon,2016,365443,41
0,299708,89526,-3925,-3925,129915,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Pennsylvania,2016,312654,42
41305,44812,21779,-405,-405,11560,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Rhode Island,2016,100395,44
224189,168316,98442,-1138,-1138,77456,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,South Carolina,2016,470339,45
41305,44812,21779,-405,-405,9754,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,South Dakota,2016,100395,46
208132,176071,94375,-1606,-1606,76570,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Tennessee,2016,449501,47
997424,733780,384882,-4828,-4828,330181,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Texas,2016,2028663,48
89968,67213,32841,-443,-443,34952,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Utah,2016,181994,49
41305,44812,21779,-405,-405,9178,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Vermont,2016,100395,50
268180,218964,120623,-1868,-1868,103328,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Virginia,2016,573940,51
291885,220919,117999,-1533,-1533,98191,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Washington,2016,603060,53
0,42217,14638,-590,-590,18567,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,West Virginia,2016,44994,54
184350,156648,59366,-1508,-1508,74801,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Wisconsin,2016,372888,55
41305,44812,21779,-405,-405,9559,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Wyoming,2016,100395,56
336892,135537,84760,-10115,-10115,51692,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Alabama,2017,495188,1
41304,44811,21778,-406,-406,8997,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Alaska,2017,100390,2
519248,214341,24363,40864,40864,108495,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Arizona,2017,1666400,4
36797,64925,5200,-12457,-12457,26341,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Arkansas,2017,-112761,5
2745163,1153979,790497,53430,53430,503881,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,California,2017,6479198,6
433006,186194,280957,49010,49010,89247,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Colorado,2017,1903358,8
-169538,75024,-12802,-20378,-20378,28393,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Connecticut,2017,-552997,9
41304,44811,21778,-406,-406,13321,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Delaware,2017,100390,10
41304,44811,21778,-406,-406,3229,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,District of Columbia,2017,100390,11
1809236,748044,-636506,-4119,-4119,325419,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Florida,2017,2429665,12
710757,299912,440787,64824,64824,138625,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Georgia,2017,2834255,13
41304,44811,21778,-406,-406,18516,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Hawaii,2017,100390,15
41304,44811,21778,-406,-406,29224,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Idaho,2017,100390,16
-713637,287750,112967,-55095,-55095,127686,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Illinois,2017,-1889700,17
380637,147865,80599,-15268,-15268,67955,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Indiana,2017,487012,18
-617872,66025,-55382,-20187,-20187,26889,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Iowa,2017,-1382505,19
-232027,85129,11891,-8968,-8968,33494,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Kansas,2017,-549435,20
244828,92810,92102,-7279,-7279,45012,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Kentucky,2017,404864,21
271354,112200,115999,-15322,-15322,49020,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Louisiana,2017,327101,22
53094,40297,26312,2,2,18318,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Maine,2017,121729,23
374399,150227,154892,627,627,70827,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Maryland,2017,826804,24
-434471,176678,46325,-22734,-22734,77624,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Massachusetts,2017,-1110339,25
682650,272615,156172,-21410,-21410,116847,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Michigan,2017,975930,26
335292,132587,47567,2025,2025,66176,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Minnesota,2017,680318,27
26438,57206,37979,-10598,-10598,26034,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Mississippi,2017,-89608,28
54807,153745,16614,-19625,-19625,61282,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Missouri,2017,-230202,29
41304,44811,21778,-406,-406,15210,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Montana,2017,100390,30
-263019,33924,-13239,-7519,-7519,16724,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Nebraska,2017,-600986,31
231698,98530,126137,21566,21566,44013,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Nevada,2017,912490,32
41304,44811,21778,-406,-406,20644,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Hampshire,2017,100390,33
-133611,228116,18196,-48524,-48524,86476,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Jersey,2017,-742028,34
200892,86882,70951,10587,10587,26881,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Mexico,2017,602503,35
-2450728,409991,-3350,-117158,-117158,174412,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New York,2017,-5631515,36
601201,235870,222125,47608,47608,124119,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,North Carolina,2017,2157218,37
41304,44811,21778,-406,-406,6438,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,North Dakota,2017,100390,38
126486,256672,44293,-52469,-52469,109975,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Ohio,2017,-486746,39
39219,76658,20009,-14736,-14736,34391,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Oklahoma,2017,-142142,40
364814,154565,157140,23747,23747,68982,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Oregon,2017,1211744,41
-1906377,306355,-178043,-97487,-97487,129915,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Pennsylvania,2017,-4545795,42
41304,44811,21778,-406,-406,11560,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Rhode Island,2017,100390,44
418205,176144,186455,32844,32844,77456,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,South Carolina,2017,1499590,45
41304,44811,21778,-406,-406,9754,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,South Dakota,2017,100390,46
452961,182851,165220,10501,10501,76570,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Tennessee,2017,1151955,47
1745935,735898,843456,114099,114099,330181,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Texas,2017,5907567,48
190594,82415,72095,15569,15569,34952,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Utah,2017,676467,49
41304,44811,21778,-406,-406,9178,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Vermont,2017,100390,50
587280,242778,253761,18366,18366,103328,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Virginia,2017,1605871,51
512670,212058,280839,39058,39058,98191,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Washington,2017,1877785,53
-298984,38094,23425,-10483,-10483,18567,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,West Virginia,2017,-660779,54
410325,166097,51410,-7289,-7289,74801,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Wisconsin,2017,598835,55
41304,44811,21778,-406,-406,9559,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Wyoming,2017,100390,56
336891,135537,84760,-10115,-10115,51692,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Alabama,2018,495187,1
39717,44811,21778,-406,-406,8997,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Alaska,2018,97551,2
519248,214341,24363,40863,40863,108495,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Arizona,2018,1666399,4
36797,64925,5200,-12457,-12457,26341,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Arkansas,2018,-112761,5
2745161,1153977,790495,53428,53428,503881,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,California,2018,6479188,6
433006,186193,280957,49010,49010,89247,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Colorado,2018,1903357,8
-169539,75024,-12803,-20378,-20378,28393,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Connecticut,2018,-552999,9
39717,44811,21778,-406,-406,13321,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Delaware,2018,97551,10
39717,44811,21778,-406,-406,3229,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,District of Columbia,2018,97551,11
1809235,748043,-636508,-4121,-4121,325419,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Florida,2018,2429658,12
710757,299911,440787,64823,64823,138625,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Georgia,2018,2834252,13
39717,44811,21778,-406,-406,18516,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Hawaii,2018,97551,15
39717,44811,21778,-406,-406,29224,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Idaho,2018,97551,16
-713638,287749,112966,-55095,-55095,127686,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Illinois,2018,-1889704,17
380637,147865,80599,-15268,-15268,67955,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Indiana,2018,487012,18
-617872,66025,-55383,-20187,-20187,26889,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Iowa,2018,-1382506,19
-232027,85129,11891,-8969,-8969,33494,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Kansas,2018,-549436,20
244828,92810,92102,-7280,-7280,45012,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Kentucky,2018,404863,21
271354,112200,115999,-15322,-15322,49020,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Louisiana,2018,327101,22
53094,40296,26312,2,2,18318,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Maine,2018,121728,23
374399,150227,154892,627,627,70827,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Maryland,2018,826804,24
-434471,176678,46324,-22735,-22735,77624,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Massachusetts,2018,-1110341,25
682649,272615,156171,-21411,-21411,116847,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Michigan,2018,975927,26
335292,132587,47566,2025,2025,66176,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Minnesota,2018,680317,27
26438,57205,37979,-10599,-10599,26034,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Mississippi,2018,-89611,28
54806,153745,16613,-19625,-19625,61282,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Missouri,2018,-230204,29
39717,44811,21778,-406,-406,15210,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Montana,2018,97551,30
-263019,33924,-13239,-7519,-7519,16724,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Nebraska,2018,-600986,31
231698,98530,126137,21566,21566,44013,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Nevada,2018,912490,32
39717,44811,21778,-406,-406,20644,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Hampshire,2018,97551,33
-133611,228115,18195,-48525,-48525,86476,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Jersey,2018,-742032,34
200892,86881,70951,10586,10586,26881,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Mexico,2018,602500,35
-2450729,409990,-3351,-117159,-117159,174412,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New York,2018,-5631520,36
601200,235870,222125,47607,47607,124119,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,North Carolina,2018,2157215,37
39717,44811,21778,-406,-406,6438,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,North Dakota,2018,97551,38
126486,256671,44292,-52470,-52470,109975,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Ohio,2018,-486750,39
39219,76658,20009,-14736,-14736,34391,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Oklahoma,2018,-142143,40
364814,154565,157139,23747,23747,68982,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Oregon,2018,1211742,41
